,VenueId,VenueName,VenueLatitude,VenueLongitude,CategoryId,VenueAddress,City,HierarchyLevel,CategoryName,Level1,Level2,Level3,Level4,Level5,MeshBlockCode,CityCode,StateCode,State,LgaCode,LgaName,Key,LgaGroup,VenueCount,EgmCount,TotalNgr,TotalNgrPerAdult,MachinesPer1000Adult,AvgNgrPerMachine,AggregateNgrPerLgaStr,AverageNgrPerVenueStr,TotalNgrPerAdultStr,AvgNgrPerMachineStr,RankTotalNgr,RankTotalNgrPerAdult,RankEgmsPer1000Adult,RankAvgNgrPerMachine,Address,PostalCode,Latitude,Longitude,People,MedianAge,HouseholdIncome,Dwellings
4011,4f580029e4b02ea342c956f4,Allphones,-34.83134809747448,138.6923722884311,4f04afc02fb6e1c99f3db0bc,"Westfield Tea Tree Plaza, 976 North East Road, Modbury SA 5092, Australia",Modbury,2,Mobile Phone Shop,Shop & Service,Mobile Phone Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4012,4f2b19fef6908f8f7f316169,Telstra Store,-34.831521929426145,138.69246537935362,4f04afc02fb6e1c99f3db0bc,"972-976 North East Road, Modbury SA 5092, Australia",Modbury,2,Mobile Phone Shop,Shop & Service,Mobile Phone Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4013,4ee2ec4261aff5a34054abfd,Virgin Mobile,-34.831471273012504,138.69177103042603,4f04afc02fb6e1c99f3db0bc,"Myer, Level 3, Westfield, 976 North East Road, Modbury SA 5092, Australia",Modbury,2,Mobile Phone Shop,Shop & Service,Mobile Phone Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4014,4d06506ea86b9eb0458f7964,Vodafone,-34.831836985274215,138.69139239340197,4f04afc02fb6e1c99f3db0bc,"166/976 North East Road, Modbury SA 5092, Australia",Modbury,2,Mobile Phone Shop,Shop & Service,Mobile Phone Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4017,52085fed11d2f0296d1ea6ee,Allphones,-34.7943,138.693,4f04afc02fb6e1c99f3db0bc,"12 Surrey Farm Dr, Wynn Vale SA 5127, Australia",Wynn Vale,2,Mobile Phone Shop,Shop & Service,Mobile Phone Shop,,,,40185510000,41648,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Wynn Vale SA 5127, Australia",5127,-34.802,138.69,7756.0,41,"1,490","2,947"
4020,50306763e4b021f7a585a780,North East Kids Market,-34.82853698730469,138.69219970703125,4bf58dd8d48988d1f7941735,"1003 North East Road, Modbury SA 5092, Australia",Modbury,2,Flea Market,Shop & Service,Flea Market,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4022,4ed012f58231b9ef882f352c,Rotary Club garage sale,-34.879894,138.690056,4bf58dd8d48988d1f7941735,"6 Benjamin St, Newton SA 5074, Australia",Newton,2,Flea Market,Shop & Service,Flea Market,,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
4024,4eacba47490170218c04e4a1,Barossa Fine Foods,-34.876402301063436,138.67579967973623,4bf58dd8d48988d1f5941735,"Shop 1a Mercury Plaza, 94-96 Gorge Road, Newton SA 5074, Australia",Newton,3,Gourmet Shop,Shop & Service,Food & Drink Shop,Gourmet Shop,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
4025,52366a37498ef527b6983337,San José Smallgoods,-34.87069383449615,138.6917206563206,4bf58dd8d48988d1f5941735,"19 Range Rd, Paradise SA 5075, Australia",Paradise,3,Gourmet Shop,Shop & Service,Food & Drink Shop,Gourmet Shop,,,40023650000,41090,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Paradise SA 5075, Australia",5075,-34.872,138.676,6776.0,43,"1,192","2,582"
4032,5247a2a511d2315aef044d2c,Paradise Florists,-34.86918258666992,138.66502380371094,4bf58dd8d48988d11b951735,"72 Darley Rd, Paradise SA 5075, Australia",Paradise,2,Flower Shop,Shop & Service,Flower Shop,,,,40023650000,41090,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Paradise SA 5075, Australia",5075,-34.872,138.676,6776.0,43,"1,192","2,582"
4034,52fc32cd498e5ba0a8702865,Lily of the Valley Flowers,-34.84452819824219,138.6943359375,4bf58dd8d48988d11b951735,"Ananda Residential Care, 95-97 Awoonga Rd, Hope Valley SA 5090, Australia",Hope Valley,2,Flower Shop,Shop & Service,Flower Shop,,,,40188900000,40601,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Hope Valley SA 5090, Australia",5090,-34.843,138.702,7887.0,47,"1,081","3,120"
4035,4f51752de4b028a91e4aa0dd,floret Sa,-34.83245849609375,138.68650817871094,4bf58dd8d48988d11b951735,"954 North East Road, Modbury SA 5092, Australia",Modbury,2,Flower Shop,Shop & Service,Flower Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4036,4f1f9cd4e4b0a62110165447,Bonsai City,-34.83467529945344,138.6810457519539,4bf58dd8d48988d11b951735,"923-925 North East Road, Modbury SA 5092, Australia",Modbury,2,Flower Shop,Shop & Service,Flower Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4043,4ea26edfb8f7e4911e9f9c7c,Smarteez Take Away,-34.832402918920856,138.71410588023286,4bf58dd8d48988d1f9941735,"269 Smart Rd, St Agnes SA 5097, Australia",Saint Agnes,2,Food & Drink Shop,Shop & Service,Food & Drink Shop,,,,40188851000,41353,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"St Agnes SA 5097, Australia",5097,-34.830278,138.711111,4136.0,44,"1,345","1,564"
4045,4eee99f093add02fcd83cef0,Mega Health,-34.82171,138.71696,4bf58dd8d48988d1f9941735,"1270 North East Road, St Agnes SA 5097, Australia",Saint Agnes,2,Food & Drink Shop,Shop & Service,Food & Drink Shop,,,,40188851000,41353,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"St Agnes SA 5097, Australia",5097,-34.830278,138.711111,4136.0,44,"1,345","1,564"
4047,4e7d9f81be7bfcc46c834d3a,Big Indian Bazaar,-34.833673,138.684245,4bf58dd8d48988d1f9941735,"2-36 Smart Rd, Modbury SA 5092, Australia",Modbury,2,Food & Drink Shop,Shop & Service,Food & Drink Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4048,4fc8131ae4b0bc30b09a17c2,La Vera,-34.87638785517798,138.68941305791483,4bf58dd8d48988d11e951735,"12-14 Hamilton Terrace, Newton SA 5074, Australia",Newton,3,Cheese Shop,Shop & Service,Food & Drink Shop,Cheese Shop,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
4051,5b9e3f816bdee6002c54473b,Go Vita Health Shop,-34.88606,138.69068,50aa9e744b90af0d42d5de0e,"Stop 26 Montacute Rd - North side, Newton SA 5074, Australia",Newton,3,Health Food Store,Shop & Service,Food & Drink Shop,Health Food Store,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
4052,5c68da5d1b0ea5002c75b870,Health Elements,-34.821613,138.717022,50aa9e744b90af0d42d5de0e,"1244 North East Road, St Agnes SA 5097, Australia",Saint Agnes,3,Health Food Store,Shop & Service,Food & Drink Shop,Health Food Store,,,40188851000,41353,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"St Agnes SA 5097, Australia",5097,-34.830278,138.711111,4136.0,44,"1,345","1,564"
4054,4fd06240e4b0b2af3fd9272c,Modbury Fish And Chips,-34.83734306088196,138.67826345985773,4bf58dd8d48988d10e951735,"865-869 North East Road, Modbury SA 5092, Australia",Modbury,3,Fish Market,Shop & Service,Food & Drink Shop,Fish Market,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4055,5243ea1d11d287410476f86c,Seafood Works,-34.87674265616518,138.67402660911065,4bf58dd8d48988d10e951735,"72 Gorge Rd, Newton SA 5074, Australia",Newton,3,Fish Market,Shop & Service,Food & Drink Shop,Fish Market,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
4057,522d32ff11d265a2f1798828,Manchester and more,-34.8306,138.693,4bf58dd8d48988d1f8941735,"974 North East Road, Modbury SA 5092, Australia",Modbury,2,Furniture / Home Store,Shop & Service,Furniture / Home Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4062,4fe6b5eee4b005c24e3e6dc8,King Of Knives,-34.832022,138.692421,4bf58dd8d48988d1f8941735,"972-976 North East Road, Modbury SA 5092, Australia",Modbury,2,Furniture / Home Store,Shop & Service,Furniture / Home Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4064,4d1414ef81cea35d2d3ad0ec,The General Trader,-34.830871,138.691232,4bf58dd8d48988d1f8941735,"976 North East Road, Modbury SA 5092, Australia",Modbury,2,Furniture / Home Store,Shop & Service,Furniture / Home Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4065,4d02e54854d0236ae8c2e5d5,Freedom Furniture,-34.89383928275678,138.65711180393484,4bf58dd8d48988d1f8941735,"Shop 2/60 Glynburn Rd, Hectorville SA 5073, Australia",Hectorville,2,Furniture / Home Store,Shop & Service,Furniture / Home Store,,,,40027190000,40576,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Hectorville SA 5073, Australia",5073,-34.8929224,138.6652086,3738.0,40,"1,043","1,554"
4066,4f8e369ae4b007514cc0f3c1,Control Air,-34.876905,138.689703,4bf58dd8d48988d1f8941735,"14 Hamilton Terrace, Newton SA 5074, Australia",Newton,2,Furniture / Home Store,Shop & Service,Furniture / Home Store,,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
4067,4cdb65fcadcc2c0f865fae79,Haggle Co.,-34.87424698795181,138.66900108433734,4bf58dd8d48988d1f8941735,"Unit 2/26 Darley Rd, Paradise SA 5075, Australia",Paradise,2,Furniture / Home Store,Shop & Service,Furniture / Home Store,,,,40023650000,41090,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Paradise SA 5075, Australia",5075,-34.872,138.676,6776.0,43,"1,192","2,582"
4084,51cd37b4498ea4582d0810de,Highgrove Bathrooms,-34.8316535949707,138.70672607421875,4bf58dd8d48988d1f8941735,"106 Tolley Rd, St Agnes SA 5097, Australia",Saint Agnes,2,Furniture / Home Store,Shop & Service,Furniture / Home Store,,,,40188851000,41353,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"St Agnes SA 5097, Australia",5097,-34.830278,138.711111,4136.0,44,"1,345","1,564"
4094,586db2c3ef46945cbab6e582,House,-34.82811,138.688412,55888a5a498e782e3303b43a,"561 Montague Rd, Modbury SA 5092, Australia",Modbury,3,Lighting Store,Shop & Service,Furniture / Home Store,Lighting Store,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4099,559f300e498e075f157ac6ad,Healthy Social Retail,-34.867647852306,138.68700572352088,54541900498ea6ccd0202697,"5 Marion Ct, Paradise SA 5075, Australia",Paradise,2,Health & Beauty Service,Shop & Service,Health & Beauty Service,,,,40023650000,41090,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Paradise SA 5075, Australia",5075,-34.872,138.676,6776.0,43,"1,192","2,582"
4102,5a875db44420d81511a10cda,feVa Hair & Beauty,-34.8158,138.71724,54541900498ea6ccd0202697,"560 Milne Rd, Redwood Park SA 5097, Australia",Redwood Park,2,Health & Beauty Service,Shop & Service,Health & Beauty Service,,,,40181350000,41229,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Redwood Park SA 5097, Australia",5097,-34.812524,138.706595,5417.0,39,"1,537","1,958"
4105,4fc5bfdce4b09e9ade7a7837,Gould Genealogy,-34.82086,138.71596,4bf58dd8d48988d1fb941735,"1/1257 North East Road, Ridgehaven SA 5097, Australia",Ridgehaven,2,Hobby Shop,Shop & Service,Hobby Shop,,,,40180990000,41244,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Ridgehaven SA 5097, Australia",5097,-34.822,138.704,4008.0,42,"1,112","1,660"
4108,4e619544aeb73603148ec3c0,Games Workshop,-34.83170535510096,138.69230369521912,4bf58dd8d48988d1fb941735,"Shop 128/976 North East Road, Modbury SA 5092, Australia",Modbury,2,Hobby Shop,Shop & Service,Hobby Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4109,57dc887f498ea39ff5157cf7,Zing Pop Culture,-34.831894,138.69069,4bf58dd8d48988d1fb941735,"166/976 North East Road, Modbury SA 5092, Australia",Modbury,2,Hobby Shop,Shop & Service,Hobby Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4113,4e2bb79562e144b5d3b0131f,Browse In,-34.83248275807022,138.68621883286173,4bf58dd8d48988d128951735,"6/940 North East Road INSIDE MODBURY TRAINGLE SHOPPING CENTRE, Modbury SA 5092, Australia",Modbury,2,Gift Shop,Shop & Service,Gift Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4114,4e8aa639775b366203d5b867,Dusk,-34.83149,138.69122,4bf58dd8d48988d128951735,"976 North East Road, Modbury SA 5092, Australia",Modbury,2,Gift Shop,Shop & Service,Gift Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4120,4e3e262918a83d5b284eed58,Maxmix,-34.828311,138.690895,4bf58dd8d48988d128951735,"997 North East Road, Modbury SA 5092, Australia",Modbury,2,Gift Shop,Shop & Service,Gift Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4121,4e8e865dd22d11e244aebea9,Orange Story,-34.83057392731276,138.69289653933515,4bf58dd8d48988d128951735,"974 North East Road, Modbury SA 5092, Australia",Modbury,2,Gift Shop,Shop & Service,Gift Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4122,51a04efd498e1d8e1cae55cb,Orange Story,-34.790167552588194,138.6939156579848,4bf58dd8d48988d128951735,"LOT 1037 The Golden Way, Golden Grove SA 5125, Australia",Golden Grove,2,Gift Shop,Shop & Service,Gift Shop,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
4123,4d62f21ff7bb3704c7787ae9,Cheap As Chips Golden Grove,-34.79241371154785,138.692131,4bf58dd8d48988d128951735,"9 Helicon Dr, Golden Grove SA 5125, Australia",Golden Grove,2,Gift Shop,Shop & Service,Gift Shop,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
4124,4e8a796029c2b5bbaf2b8443,Kloe's Cards & Gifts,-34.83170717891128,138.69034882411214,4bf58dd8d48988d128951735,"972-976 North East Road, Modbury SA 5092, Australia",Modbury,2,Gift Shop,Shop & Service,Gift Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4127,559b0bf3498ea2340d4fc582,Easy PC FixIT,-34.86764839192273,138.68701037670328,52f2ab2ebcbc57f1066b8b36,"5 Marion Ct, Paradise SA 5075, Australia",Paradise,2,IT Services,Shop & Service,IT Services,,,,40023650000,41090,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Paradise SA 5075, Australia",5075,-34.872,138.676,6776.0,43,"1,192","2,582"
4129,56be7a9acd10a333b16a6aee,Swarovski,-34.830348375100584,138.69072607460825,4bf58dd8d48988d111951735,"976 North East Road, Modbury SA 5092, Australia",Modbury,2,Jewelry Store,Shop & Service,Jewelry Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4130,4f276884e4b0b50173f2d1c7,J Farren Price The Watch Specialist,-34.89875693252154,138.66426593437703,4bf58dd8d48988d111951735,"29A Britton Ave, Tranmere SA 5073, Australia",Tranmere,2,Jewelry Store,Shop & Service,Jewelry Store,,,,40027202000,41455,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Tranmere SA 5073, Australia",5073,-34.905,138.662,3757.0,39,"1,425","1,433"
4131,4dae482ef7b17488f48ef7df,Equip,-34.83170296177381,138.6943027319625,4bf58dd8d48988d111951735,"Zone B Tea Tree Plaza Interchange - West side, Modbury SA 5092, Australia",Modbury,2,Jewelry Store,Shop & Service,Jewelry Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4132,504d65dce4b01028dd3f8b48,Colette,-34.829106195038634,138.69372457182078,4bf58dd8d48988d111951735,"Stop 43A Golden Grove Rd - East side, Modbury SA 5092, Australia",Modbury,2,Jewelry Store,Shop & Service,Jewelry Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
