,CityCode,City,Title,Label,CityCount,CityPercent,RegionCount,RegionPercent,CountryCount,CountryPercent,CityCountNum,CityPercentNum
442,41090,Paradise,Education,Preschool,60,3.3,"20,292",4.2,"347,621",4.8,60.0,3.3
443,41090,Paradise,Education,Primary - Government,319,17.7,"94,526",19.5,"1,314,787",18.2,319.0,17.7
444,41090,Paradise,Education,Primary - Catholic,174,9.6,"26,196",5.4,"380,604",5.3,174.0,9.6
445,41090,Paradise,Education,Primary - other non Government,41,2.3,"22,589",4.7,"231,490",3.2,41.0,2.3
446,41090,Paradise,Education,Secondary - Government,190,10.5,"52,721",10.9,"827,505",11.5,190.0,10.5
447,41090,Paradise,Education,Secondary - Catholic,120,6.6,"19,484",4.0,"338,384",4.7,120.0,6.6
448,41090,Paradise,Education,Secondary - other non Government,37,2.0,"21,053",4.3,"280,618",3.9,37.0,2.0
449,41090,Paradise,Education,Technical or further education institution,118,6.5,"31,394",6.5,"424,869",5.9,118.0,6.5
450,41090,Paradise,Education,University or tertiary institution,411,22.7,"78,780",16.2,"1,160,626",16.1,411.0,22.7
451,41090,Paradise,Education,Other,37,2.0,"11,501",2.4,"198,383",2.8,37.0,2.0
452,41090,Paradise,Education,Not stated,300,16.6,"106,438",21.9,"1,707,023",23.7,300.0,16.6
453,41090,Paradise,Level of highest Educational attainment,Bachelor Degree level and above,"1,152",20.1,"256,510",18.5,"4,181,406",22.0,1152.0,20.1
454,41090,Paradise,Level of highest Educational attainment,Advanced Diploma and Diploma level,515,9.0,"115,102",8.3,"1,687,893",8.9,515.0,9.0
455,41090,Paradise,Level of highest Educational attainment,Certificate level IV,146,2.5,"42,793",3.1,"551,767",2.9,146.0,2.5
456,41090,Paradise,Level of highest Educational attainment,Certificate level III,709,12.4,"188,790",13.6,"2,442,203",12.8,709.0,12.4
457,41090,Paradise,Level of highest Educational attainment,Year 12,984,17.1,"214,813",15.5,"2,994,097",15.7,984.0,17.1
458,41090,Paradise,Level of highest Educational attainment,Year 11,533,9.3,"128,782",9.3,"941,531",4.9,533.0,9.3
459,41090,Paradise,Level of highest Educational attainment,Year 10,489,8.5,"138,607",10.0,"2,054,331",10.8,489.0,8.5
460,41090,Paradise,Level of highest Educational attainment,Certificate level II,4,0.1,"1,077",0.1,"13,454",0.1,4.0,0.1
461,41090,Paradise,Level of highest Educational attainment,Certificate level I,0,0.0,174,0.0,"2,176",0.0,0.0,0.0
462,41090,Paradise,Level of highest Educational attainment,Year 9 or below,572,10.0,"119,572",8.6,"1,529,897",8.0,572.0,10.0
463,41090,Paradise,Level of highest Educational attainment,No educational attainment,70,1.2,"11,000",0.8,"145,844",0.8,70.0,1.2
464,41090,Paradise,Level of highest Educational attainment,Not stated,441,7.7,"129,257",9.3,"1,974,794",10.4,441.0,7.7
465,41090,Paradise,Employment,Worked full-time,"1,760",53.4,"435,110",53.9,"6,623,065",57.7,1760.0,53.4
466,41090,Paradise,Employment,Worked part-time,"1,160",35.2,"270,409",33.5,"3,491,503",30.4,1160.0,35.2
467,41090,Paradise,Employment,Away from work,127,3.9,"40,582",5.0,"569,276",5.0,127.0,3.9
468,41090,Paradise,Employment,Unemployed,248,7.5,"60,488",7.5,"787,452",6.9,248.0,7.5
469,41090,Paradise,Median weekly incomes,Personal,568,--,600,--,662,--,568.0,0.0
470,41090,Paradise,Median weekly incomes,Family,"1,463",--,"1,510",--,"1,734",--,1463.0,0.0
471,41090,Paradise,Median weekly incomes,Household,"1,192",--,"1,206",--,"1,438",--,1192.0,0.0
472,41090,Paradise,Family composition,Couple family without children,732,40.1,"178,588",40.2,"2,291,987",37.8,732.0,40.1
473,41090,Paradise,Family composition,Couple family with children,770,42.2,"184,733",41.6,"2,716,224",44.7,770.0,42.2
474,41090,Paradise,Family composition,One parent family,292,16.0,"73,128",16.5,"959,543",15.8,292.0,16.0
475,41090,Paradise,Family composition,Other family,31,1.7,"7,282",1.6,"102,559",1.7,31.0,1.7
476,41090,Paradise,Single (or lone) parents,Male,--,24.2,--,19.4,--,18.2,0.0,24.2
477,41090,Paradise,Single (or lone) parents,Female,--,75.8,--,80.6,--,81.8,0.0,75.8
478,41090,Paradise,Employment status of parents,"Both employed, worked full-time",248,16.5,"67,049",18.5,"1,084,006",21.6,248.0,16.5
479,41090,Paradise,Employment status of parents,"Both employed, worked part-time",82,5.4,"16,589",4.6,"203,596",4.1,82.0,5.4
480,41090,Paradise,Employment status of parents,"One employed full-time, one part-time",364,24.2,"83,567",23.0,"1,086,460",21.7,364.0,24.2
481,41090,Paradise,Employment status of parents,"One employed full-time, other not working",187,12.4,"47,483",13.1,"749,886",15.0,187.0,12.4
482,41090,Paradise,Employment status of parents,"One employed part-time, other not working",102,6.8,"23,992",6.6,"302,037",6.0,102.0,6.8
483,41090,Paradise,Employment status of parents,Both not working,395,26.2,"84,108",23.1,"1,006,697",20.1,395.0,26.2
484,41090,Paradise,Employment status of parents,Other (includes away from work),61,4.1,"18,943",5.2,"264,145",5.3,61.0,4.1
485,41090,Paradise,Employment status of parents,Labour force status not stated (by one or both parents in a couple family),66,4.4,"21,592",5.9,"311,381",6.2,66.0,4.4
486,41090,Paradise,Dwelling count,Occupied private dwellings,"2,582",93.1,"638,782",87.4,"8,286,073",88.8,2582.0,93.1
487,41090,Paradise,Dwelling count,Unoccupied private dwellings,192,6.9,"92,242",12.6,"1,039,874",11.2,192.0,6.9
488,41090,Paradise,Dwelling structure,Separate house,"2,001",77.5,"496,799",77.8,"6,041,788",72.9,2001.0,77.5
489,41090,Paradise,Dwelling structure,"Semi-detached, row or terrace house, townhouse etc",400,15.5,"94,510",14.8,"1,055,016",12.7,400.0,15.5
490,41090,Paradise,Dwelling structure,Flat or apartment,168,6.5,"42,003",6.6,"1,087,434",13.1,168.0,6.5
491,41090,Paradise,Dwelling structure,Other dwelling,3,0.1,"3,016",0.5,"64,425",0.8,3.0,0.1
492,41090,Paradise,Number of bedrooms,None (includes bedsitters),3,0.1,"1,611",0.3,"39,769",0.5,3.0,0.1
493,41090,Paradise,Number of bedrooms,1 bedroom,21,0.8,"21,505",3.4,"411,252",5.0,21.0,0.8
494,41090,Paradise,Number of bedrooms,2 bedrooms,421,16.3,"118,792",18.6,"1,562,759",18.9,421.0,16.3
495,41090,Paradise,Number of bedrooms,3 bedrooms,"1,509",58.6,"333,035",52.1,"3,403,190",41.1,1509.0,58.6
496,41090,Paradise,Number of bedrooms,4 or more bedrooms,577,22.4,"150,400",23.5,"2,670,758",32.2,577.0,22.4
497,41090,Paradise,Number of bedrooms,Number of bedrooms not stated,45,1.7,"13,455",2.1,"198,351",2.4,45.0,1.7
498,41090,Paradise,Number of bedrooms,Average number of bedrooms per dwelling,3.1,--,3,--,3.1,--,3.1,0.0
499,41090,Paradise,Number of bedrooms,Average number of people per household,2.4,--,2.4,--,2.6,--,2.4,0.0
500,41090,Paradise,Tenure,Owned outright,"1,005",38.9,"205,531",32.2,"2,565,695",31.0,1005.0,38.9
501,41090,Paradise,Tenure,Owned with a mortgage,807,31.2,"225,670",35.3,"2,855,222",34.5,807.0,31.2
502,41090,Paradise,Tenure,Rented,669,25.9,"182,180",28.5,"2,561,302",30.9,669.0,25.9
503,41090,Paradise,Tenure,Other tenure type,43,1.7,"9,847",1.5,"78,994",1.0,43.0,1.7
504,41090,Paradise,Tenure,Tenure type not stated,62,2.4,"15,566",2.4,"224,869",2.7,62.0,2.4
505,41090,Paradise,Household income,Less than $650 gross weekly income,--,22.3,--,23.8,--,20.0,0.0,22.3
506,41090,Paradise,Household income,More than $3000 gross weekly income,--,9.5,--,10.7,--,16.4,0.0,9.5
507,41090,Paradise,Number of registered motor vehicles,None,198,7.7,"47,848",7.5,"623,829",7.5,198.0,7.7
508,41090,Paradise,Number of registered motor vehicles,1 motor vehicle,998,38.6,"228,940",35.8,"2,881,485",34.8,998.0,38.6
509,41090,Paradise,Number of registered motor vehicles,2 motor vehicles,890,34.4,"229,930",36.0,"2,999,184",36.2,890.0,34.4
510,41090,Paradise,Number of registered motor vehicles,3 or more vehicles,429,16.6,"112,047",17.5,"1,496,382",18.1,429.0,16.6
511,41090,Paradise,Number of registered motor vehicles,Number of motor vehicles not stated,70,2.7,"20,017",3.1,"285,197",3.4,70.0,2.7
512,41090,Paradise,Dwelling internet connection,Internet not accessed from dwelling,480,18.6,"108,737",17.0,"1,172,415",14.1,480.0,18.6
513,41090,Paradise,Dwelling internet connection,Internet accessed from dwelling,"2,042",79.2,"515,114",80.6,"6,892,165",83.2,2042.0,79.2
514,41090,Paradise,Dwelling internet connection,Not stated,55,2.1,"14,941",2.3,"221,494",2.7,55.0,2.1
515,41455,Tranmere,People,Male,"1,826",48.6,"825,997",49.3,"11,546,638",49.3,1826.0,48.6
516,41455,Tranmere,People,Female,"1,931",51.4,"850,652",50.7,"11,855,248",50.7,1931.0,51.4
517,41455,Tranmere,People,Aboriginal and/or Torres Strait Islander people,18,0.5,"34,184",2.0,"649,171",2.8,18.0,0.5
518,41455,Tranmere,Age,Median age,39,--,40,--,38,--,39.0,0.0
519,41455,Tranmere,Age,0-4 years,211,5.6,"97,072",5.8,"1,464,779",6.3,211.0,5.6
520,41455,Tranmere,Age,5-9 years,229,6.1,"100,466",6.0,"1,502,646",6.4,229.0,6.1
521,41455,Tranmere,Age,10-14 years,208,5.5,"95,461",5.7,"1,397,183",6.0,208.0,5.5
522,41455,Tranmere,Age,15-19 years,241,6.4,"100,686",6.0,"1,421,595",6.1,241.0,6.4
523,41455,Tranmere,Age,20-24 years,277,7.4,"107,986",6.4,"1,566,793",6.7,277.0,7.4
524,41455,Tranmere,Age,25-29 years,254,6.7,"107,361",6.4,"1,664,602",7.1,254.0,6.7
525,41455,Tranmere,Age,30-34 years,234,6.2,"110,751",6.6,"1,703,847",7.3,234.0,6.2
526,41455,Tranmere,Age,35-39 years,227,6.0,"102,818",6.1,"1,561,679",6.7,227.0,6.0
527,41455,Tranmere,Age,40-44 years,254,6.7,"106,650",6.4,"1,583,257",6.8,254.0,6.7
528,41455,Tranmere,Age,45-49 years,311,8.3,"113,619",6.8,"1,581,455",6.8,311.0,8.3
529,41455,Tranmere,Age,50-54 years,265,7.0,"113,272",6.8,"1,523,551",6.5,265.0,7.0
530,41455,Tranmere,Age,55-59 years,245,6.5,"111,896",6.7,"1,454,332",6.2,245.0,6.5
531,41455,Tranmere,Age,60-64 years,189,5.0,"102,028",6.1,"1,299,397",5.6,189.0,5.0
532,41455,Tranmere,Age,65-69 years,162,4.3,"96,286",5.7,"1,188,999",5.1,162.0,4.3
533,41455,Tranmere,Age,70-74 years,148,3.9,"72,563",4.3,"887,716",3.8,148.0,3.9
534,41455,Tranmere,Age,75-79 years,113,3.0,"53,885",3.2,"652,657",2.8,113.0,3.0
535,41455,Tranmere,Age,80-84 years,93,2.5,"39,374",2.3,"460,549",2.0,93.0,2.5
536,41455,Tranmere,Age,85 years and over,106,2.8,"44,479",2.7,"486,842",2.1,106.0,2.8
537,41455,Tranmere,Registered marital status,Married,"1,602",51.6,"659,638",47.7,"9,148,218",48.1,1602.0,51.6
538,41455,Tranmere,Registered marital status,Separated,56,1.8,"44,199",3.2,"608,059",3.2,56.0,1.8
539,41455,Tranmere,Registered marital status,Divorced,240,7.7,"127,916",9.2,"1,626,890",8.5,240.0,7.7
540,41455,Tranmere,Registered marital status,Widowed,151,4.9,"83,281",6.0,"985,204",5.2,151.0,4.9
541,41455,Tranmere,Registered marital status,Never married,"1,054",34.0,"468,621",33.9,"6,668,910",35.0,1054.0,34.0
542,41455,Tranmere,Social marital status,Registered marriage,"1,470",50.5,"582,236",47.4,"8,001,141",47.7,1470.0,50.5
543,41455,Tranmere,Social marital status,De facto marriage,224,7.7,"126,020",10.3,"1,751,731",10.4,224.0,7.7
544,41455,Tranmere,Social marital status,Not married,"1,215",41.8,"520,539",42.4,"7,024,973",41.9,1215.0,41.8
545,41455,Tranmere,Education,Preschool,57,4.8,"20,292",4.2,"347,621",4.8,57.0,4.8
546,41455,Tranmere,Education,Primary - Government,163,13.8,"94,526",19.5,"1,314,787",18.2,163.0,13.8
547,41455,Tranmere,Education,Primary - Catholic,121,10.3,"26,196",5.4,"380,604",5.3,121.0,10.3
548,41455,Tranmere,Education,Primary - other non Government,44,3.7,"22,589",4.7,"231,490",3.2,44.0,3.7
549,41455,Tranmere,Education,Secondary - Government,101,8.6,"52,721",10.9,"827,505",11.5,101.0,8.6
550,41455,Tranmere,Education,Secondary - Catholic,72,6.1,"19,484",4.0,"338,384",4.7,72.0,6.1
551,41455,Tranmere,Education,Secondary - other non Government,46,3.9,"21,053",4.3,"280,618",3.9,46.0,3.9
552,41455,Tranmere,Education,Technical or further education institution,73,6.2,"31,394",6.5,"424,869",5.9,73.0,6.2
553,41455,Tranmere,Education,University or tertiary institution,308,26.1,"78,780",16.2,"1,160,626",16.1,308.0,26.1
554,41455,Tranmere,Education,Other,25,2.1,"11,501",2.4,"198,383",2.8,25.0,2.1
555,41455,Tranmere,Education,Not stated,169,14.3,"106,438",21.9,"1,707,023",23.7,169.0,14.3
556,41455,Tranmere,Level of highest Educational attainment,Bachelor Degree level and above,"1,069",34.2,"256,510",18.5,"4,181,406",22.0,1069.0,34.2
557,41455,Tranmere,Level of highest Educational attainment,Advanced Diploma and Diploma level,297,9.5,"115,102",8.3,"1,687,893",8.9,297.0,9.5
558,41455,Tranmere,Level of highest Educational attainment,Certificate level IV,62,2.0,"42,793",3.1,"551,767",2.9,62.0,2.0
559,41455,Tranmere,Level of highest Educational attainment,Certificate level III,270,8.6,"188,790",13.6,"2,442,203",12.8,270.0,8.6
560,41455,Tranmere,Level of highest Educational attainment,Year 12,551,17.6,"214,813",15.5,"2,994,097",15.7,551.0,17.6
561,41455,Tranmere,Level of highest Educational attainment,Year 11,192,6.1,"128,782",9.3,"941,531",4.9,192.0,6.1
562,41455,Tranmere,Level of highest Educational attainment,Year 10,176,5.6,"138,607",10.0,"2,054,331",10.8,176.0,5.6
563,41455,Tranmere,Level of highest Educational attainment,Certificate level II,3,0.1,"1,077",0.1,"13,454",0.1,3.0,0.1
564,41455,Tranmere,Level of highest Educational attainment,Certificate level I,0,0.0,174,0.0,"2,176",0.0,0.0,0.0
565,41455,Tranmere,Level of highest Educational attainment,Year 9 or below,190,6.1,"119,572",8.6,"1,529,897",8.0,190.0,6.1
566,41455,Tranmere,Level of highest Educational attainment,No educational attainment,17,0.5,"11,000",0.8,"145,844",0.8,17.0,0.5
567,41455,Tranmere,Level of highest Educational attainment,Not stated,198,6.3,"129,257",9.3,"1,974,794",10.4,198.0,6.3
568,41455,Tranmere,Employment,Worked full-time,"1,066",54.9,"435,110",53.9,"6,623,065",57.7,1066.0,54.9
569,41455,Tranmere,Employment,Worked part-time,669,34.4,"270,409",33.5,"3,491,503",30.4,669.0,34.4
570,41455,Tranmere,Employment,Away from work,84,4.3,"40,582",5.0,"569,276",5.0,84.0,4.3
571,41455,Tranmere,Employment,Unemployed,124,6.4,"60,488",7.5,"787,452",6.9,124.0,6.4
572,41455,Tranmere,Median weekly incomes,Personal,667,--,600,--,662,--,667.0,0.0
573,41455,Tranmere,Median weekly incomes,Family,"1,960",--,"1,510",--,"1,734",--,1960.0,0.0
574,41455,Tranmere,Median weekly incomes,Household,"1,425",--,"1,206",--,"1,438",--,1425.0,0.0
575,41455,Tranmere,Family composition,Couple family without children,379,36.6,"178,588",40.2,"2,291,987",37.8,379.0,36.6
576,41455,Tranmere,Family composition,Couple family with children,483,46.6,"184,733",41.6,"2,716,224",44.7,483.0,46.6
577,41455,Tranmere,Family composition,One parent family,153,14.8,"73,128",16.5,"959,543",15.8,153.0,14.8
578,41455,Tranmere,Family composition,Other family,21,2.0,"7,282",1.6,"102,559",1.7,21.0,2.0
579,41455,Tranmere,Single (or lone) parents,Male,--,18.6,--,19.4,--,18.2,0.0,18.6
580,41455,Tranmere,Single (or lone) parents,Female,--,81.4,--,80.6,--,81.8,0.0,81.4
581,41455,Tranmere,Employment status of parents,"Both employed, worked full-time",176,20.3,"67,049",18.5,"1,084,006",21.6,176.0,20.3
582,41455,Tranmere,Employment status of parents,"Both employed, worked part-time",31,3.6,"16,589",4.6,"203,596",4.1,31.0,3.6
583,41455,Tranmere,Employment status of parents,"One employed full-time, one part-time",218,25.1,"83,567",23.0,"1,086,460",21.7,218.0,25.1
584,41455,Tranmere,Employment status of parents,"One employed full-time, other not working",121,13.9,"47,483",13.1,"749,886",15.0,121.0,13.9
585,41455,Tranmere,Employment status of parents,"One employed part-time, other not working",45,5.2,"23,992",6.6,"302,037",6.0,45.0,5.2
586,41455,Tranmere,Employment status of parents,Both not working,185,21.3,"84,108",23.1,"1,006,697",20.1,185.0,21.3
587,41455,Tranmere,Employment status of parents,Other (includes away from work),44,5.1,"18,943",5.2,"264,145",5.3,44.0,5.1
588,41455,Tranmere,Employment status of parents,Labour force status not stated (by one or both parents in a couple family),49,5.6,"21,592",5.9,"311,381",6.2,49.0,5.6
589,41455,Tranmere,Dwelling count,Occupied private dwellings,"1,433",92.4,"638,782",87.4,"8,286,073",88.8,1433.0,92.4
590,41455,Tranmere,Dwelling count,Unoccupied private dwellings,118,7.6,"92,242",12.6,"1,039,874",11.2,118.0,7.6
591,41455,Tranmere,Dwelling structure,Separate house,"1,191",83.1,"496,799",77.8,"6,041,788",72.9,1191.0,83.1
592,41455,Tranmere,Dwelling structure,"Semi-detached, row or terrace house, townhouse etc",143,10.0,"94,510",14.8,"1,055,016",12.7,143.0,10.0
593,41455,Tranmere,Dwelling structure,Flat or apartment,96,6.7,"42,003",6.6,"1,087,434",13.1,96.0,6.7
594,41455,Tranmere,Dwelling structure,Other dwelling,0,0.0,"3,016",0.5,"64,425",0.8,0.0,0.0
595,41455,Tranmere,Number of bedrooms,None (includes bedsitters),0,0.0,"1,611",0.3,"39,769",0.5,0.0,0.0
596,41455,Tranmere,Number of bedrooms,1 bedroom,26,1.8,"21,505",3.4,"411,252",5.0,26.0,1.8
597,41455,Tranmere,Number of bedrooms,2 bedrooms,258,17.9,"118,792",18.6,"1,562,759",18.9,258.0,17.9
598,41455,Tranmere,Number of bedrooms,3 bedrooms,770,53.5,"333,035",52.1,"3,403,190",41.1,770.0,53.5
599,41455,Tranmere,Number of bedrooms,4 or more bedrooms,357,24.8,"150,400",23.5,"2,670,758",32.2,357.0,24.8
600,41455,Tranmere,Number of bedrooms,Number of bedrooms not stated,28,1.9,"13,455",2.1,"198,351",2.4,28.0,1.9
601,41455,Tranmere,Number of bedrooms,Average number of bedrooms per dwelling,3.1,--,3,--,3.1,--,3.1,0.0
602,41455,Tranmere,Number of bedrooms,Average number of people per household,2.5,--,2.4,--,2.6,--,2.5,0.0
603,41455,Tranmere,Tenure,Owned outright,527,36.6,"205,531",32.2,"2,565,695",31.0,527.0,36.6
604,41455,Tranmere,Tenure,Owned with a mortgage,466,32.4,"225,670",35.3,"2,855,222",34.5,466.0,32.4
605,41455,Tranmere,Tenure,Rented,406,28.2,"182,180",28.5,"2,561,302",30.9,406.0,28.2
606,41455,Tranmere,Tenure,Other tenure type,6,0.4,"9,847",1.5,"78,994",1.0,6.0,0.4
607,41455,Tranmere,Tenure,Tenure type not stated,33,2.3,"15,566",2.4,"224,869",2.7,33.0,2.3
608,41455,Tranmere,Household income,Less than $650 gross weekly income,--,21.9,--,23.8,--,20.0,0.0,21.9
609,41455,Tranmere,Household income,More than $3000 gross weekly income,--,18.3,--,10.7,--,16.4,0.0,18.3
610,41455,Tranmere,Number of registered motor vehicles,None,107,7.5,"47,848",7.5,"623,829",7.5,107.0,7.5
611,41455,Tranmere,Number of registered motor vehicles,1 motor vehicle,528,36.8,"228,940",35.8,"2,881,485",34.8,528.0,36.8
612,41455,Tranmere,Number of registered motor vehicles,2 motor vehicles,544,37.9,"229,930",36.0,"2,999,184",36.2,544.0,37.9
613,41455,Tranmere,Number of registered motor vehicles,3 or more vehicles,229,16.0,"112,047",17.5,"1,496,382",18.1,229.0,16.0
614,41455,Tranmere,Number of registered motor vehicles,Number of motor vehicles not stated,27,1.9,"20,017",3.1,"285,197",3.4,27.0,1.9
615,41455,Tranmere,Dwelling internet connection,Internet not accessed from dwelling,194,13.5,"108,737",17.0,"1,172,415",14.1,194.0,13.5
616,41455,Tranmere,Dwelling internet connection,Internet accessed from dwelling,"1,217",84.7,"515,114",80.6,"6,892,165",83.2,1217.0,84.7
617,41455,Tranmere,Dwelling internet connection,Not stated,25,1.7,"14,941",2.3,"221,494",2.7,25.0,1.7
618,40069,Banksia Park,People,Male,"1,617",49.2,"825,997",49.3,"11,546,638",49.3,1617.0,49.2
619,40069,Banksia Park,People,Female,"1,669",50.8,"850,652",50.7,"11,855,248",50.7,1669.0,50.8
620,40069,Banksia Park,People,Aboriginal and/or Torres Strait Islander people,27,0.8,"34,184",2.0,"649,171",2.8,27.0,0.8
621,40069,Banksia Park,Age,Median age,40,--,40,--,38,--,40.0,0.0
622,40069,Banksia Park,Age,0-4 years,226,6.9,"97,072",5.8,"1,464,779",6.3,226.0,6.9
623,40069,Banksia Park,Age,5-9 years,204,6.2,"100,466",6.0,"1,502,646",6.4,204.0,6.2
624,40069,Banksia Park,Age,10-14 years,185,5.6,"95,461",5.7,"1,397,183",6.0,185.0,5.6
625,40069,Banksia Park,Age,15-19 years,185,5.6,"100,686",6.0,"1,421,595",6.1,185.0,5.6
626,40069,Banksia Park,Age,20-24 years,158,4.8,"107,986",6.4,"1,566,793",6.7,158.0,4.8
627,40069,Banksia Park,Age,25-29 years,186,5.7,"107,361",6.4,"1,664,602",7.1,186.0,5.7
628,40069,Banksia Park,Age,30-34 years,223,6.8,"110,751",6.6,"1,703,847",7.3,223.0,6.8
629,40069,Banksia Park,Age,35-39 years,233,7.1,"102,818",6.1,"1,561,679",6.7,233.0,7.1
630,40069,Banksia Park,Age,40-44 years,221,6.7,"106,650",6.4,"1,583,257",6.8,221.0,6.7
631,40069,Banksia Park,Age,45-49 years,225,6.8,"113,619",6.8,"1,581,455",6.8,225.0,6.8
632,40069,Banksia Park,Age,50-54 years,205,6.2,"113,272",6.8,"1,523,551",6.5,205.0,6.2
633,40069,Banksia Park,Age,55-59 years,197,6.0,"111,896",6.7,"1,454,332",6.2,197.0,6.0
634,40069,Banksia Park,Age,60-64 years,176,5.4,"102,028",6.1,"1,299,397",5.6,176.0,5.4
635,40069,Banksia Park,Age,65-69 years,215,6.5,"96,286",5.7,"1,188,999",5.1,215.0,6.5
636,40069,Banksia Park,Age,70-74 years,235,7.1,"72,563",4.3,"887,716",3.8,235.0,7.1
637,40069,Banksia Park,Age,75-79 years,117,3.6,"53,885",3.2,"652,657",2.8,117.0,3.6
638,40069,Banksia Park,Age,80-84 years,55,1.7,"39,374",2.3,"460,549",2.0,55.0,1.7
639,40069,Banksia Park,Age,85 years and over,42,1.3,"44,479",2.7,"486,842",2.1,42.0,1.3
640,40069,Banksia Park,Registered marital status,Married,"1,514",56.9,"659,638",47.7,"9,148,218",48.1,1514.0,56.9
641,40069,Banksia Park,Registered marital status,Separated,70,2.6,"44,199",3.2,"608,059",3.2,70.0,2.6
642,40069,Banksia Park,Registered marital status,Divorced,213,8.0,"127,916",9.2,"1,626,890",8.5,213.0,8.0
643,40069,Banksia Park,Registered marital status,Widowed,103,3.9,"83,281",6.0,"985,204",5.2,103.0,3.9
644,40069,Banksia Park,Registered marital status,Never married,763,28.7,"468,621",33.9,"6,668,910",35.0,763.0,28.7
645,40069,Banksia Park,Social marital status,Registered marriage,"1,385",57.0,"582,236",47.4,"8,001,141",47.7,1385.0,57.0
646,40069,Banksia Park,Social marital status,De facto marriage,266,11.0,"126,020",10.3,"1,751,731",10.4,266.0,11.0
647,40069,Banksia Park,Social marital status,Not married,778,32.0,"520,539",42.4,"7,024,973",41.9,778.0,32.0
648,40069,Banksia Park,Education,Preschool,34,3.8,"20,292",4.2,"347,621",4.8,34.0,3.8
649,40069,Banksia Park,Education,Primary - Government,186,20.8,"94,526",19.5,"1,314,787",18.2,186.0,20.8
650,40069,Banksia Park,Education,Primary - Catholic,67,7.5,"26,196",5.4,"380,604",5.3,67.0,7.5
651,40069,Banksia Park,Education,Primary - other non Government,41,4.6,"22,589",4.7,"231,490",3.2,41.0,4.6
652,40069,Banksia Park,Education,Secondary - Government,122,13.6,"52,721",10.9,"827,505",11.5,122.0,13.6
653,40069,Banksia Park,Education,Secondary - Catholic,36,4.0,"19,484",4.0,"338,384",4.7,36.0,4.0
654,40069,Banksia Park,Education,Secondary - other non Government,29,3.2,"21,053",4.3,"280,618",3.9,29.0,3.2
655,40069,Banksia Park,Education,Technical or further education institution,62,6.9,"31,394",6.5,"424,869",5.9,62.0,6.9
656,40069,Banksia Park,Education,University or tertiary institution,113,12.6,"78,780",16.2,"1,160,626",16.1,113.0,12.6
657,40069,Banksia Park,Education,Other,22,2.5,"11,501",2.4,"198,383",2.8,22.0,2.5
658,40069,Banksia Park,Education,Not stated,184,20.5,"106,438",21.9,"1,707,023",23.7,184.0,20.5
659,40069,Banksia Park,Level of highest Educational attainment,Bachelor Degree level and above,456,17.2,"256,510",18.5,"4,181,406",22.0,456.0,17.2
660,40069,Banksia Park,Level of highest Educational attainment,Advanced Diploma and Diploma level,284,10.7,"115,102",8.3,"1,687,893",8.9,284.0,10.7
661,40069,Banksia Park,Level of highest Educational attainment,Certificate level IV,107,4.0,"42,793",3.1,"551,767",2.9,107.0,4.0
662,40069,Banksia Park,Level of highest Educational attainment,Certificate level III,486,18.3,"188,790",13.6,"2,442,203",12.8,486.0,18.3
663,40069,Banksia Park,Level of highest Educational attainment,Year 12,374,14.1,"214,813",15.5,"2,994,097",15.7,374.0,14.1
664,40069,Banksia Park,Level of highest Educational attainment,Year 11,242,9.1,"128,782",9.3,"941,531",4.9,242.0,9.1
665,40069,Banksia Park,Level of highest Educational attainment,Year 10,253,9.5,"138,607",10.0,"2,054,331",10.8,253.0,9.5
666,40069,Banksia Park,Level of highest Educational attainment,Certificate level II,0,0.0,"1,077",0.1,"13,454",0.1,0.0,0.0
667,40069,Banksia Park,Level of highest Educational attainment,Certificate level I,0,0.0,174,0.0,"2,176",0.0,0.0,0.0
668,40069,Banksia Park,Level of highest Educational attainment,Year 9 or below,158,5.9,"119,572",8.6,"1,529,897",8.0,158.0,5.9
669,40069,Banksia Park,Level of highest Educational attainment,No educational attainment,3,0.1,"11,000",0.8,"145,844",0.8,3.0,0.1
670,40069,Banksia Park,Level of highest Educational attainment,Not stated,210,7.9,"129,257",9.3,"1,974,794",10.4,210.0,7.9
671,40069,Banksia Park,Employment,Worked full-time,923,55.9,"435,110",53.9,"6,623,065",57.7,923.0,55.9
672,40069,Banksia Park,Employment,Worked part-time,543,32.9,"270,409",33.5,"3,491,503",30.4,543.0,32.9
673,40069,Banksia Park,Employment,Away from work,77,4.7,"40,582",5.0,"569,276",5.0,77.0,4.7
674,40069,Banksia Park,Employment,Unemployed,109,6.6,"60,488",7.5,"787,452",6.9,109.0,6.6
675,40069,Banksia Park,Median weekly incomes,Personal,702,--,600,--,662,--,702.0,0.0
676,40069,Banksia Park,Median weekly incomes,Family,"1,765",--,"1,510",--,"1,734",--,1765.0,0.0
677,40069,Banksia Park,Median weekly incomes,Household,"1,492",--,"1,206",--,"1,438",--,1492.0,0.0
678,40069,Banksia Park,Family composition,Couple family without children,401,41.9,"178,588",40.2,"2,291,987",37.8,401.0,41.9
679,40069,Banksia Park,Family composition,Couple family with children,437,45.7,"184,733",41.6,"2,716,224",44.7,437.0,45.7
680,40069,Banksia Park,Family composition,One parent family,115,12.0,"73,128",16.5,"959,543",15.8,115.0,12.0
681,40069,Banksia Park,Family composition,Other family,4,0.4,"7,282",1.6,"102,559",1.7,4.0,0.4
